step,time_hours,demand,solar,price,soc,battery_flow_mw,emergency_generator_mw,curtail_solar_mw,fcas_reserve_mw,net_grid_power_mw,unmet_demand_mw,overvoltage_mw,step_cost,cum_cost
103,25.75,36.0,0.0,133.0,0.03421052631578947,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,345611.733434903
104,26.0,35.0,0.0,130.0,0.03421052631578947,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,347055.49343490304
105,26.25,35.0,0.0,128.0,0.03421052631578947,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,348481.74343490304
106,26.5,34.0,0.0,125.0,0.03421052631578947,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,349841.75343490305
107,26.75,34.0,0.0,122.0,0.03421052631578947,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,351176.25343490305
108,27.0,34.0,0.0,120.0,0.03421052631578947,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,352493.75343490305
109,27.25,33.0,0.0,118.0,0.03421052631578947,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,353756.01343490306
110,27.5,33.0,0.0,115.0,0.03421052631578947,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,354993.51343490306
111,27.75,32.0,0.0,113.0,0.03421052631578947,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,356177.52343490307
112,28.0,32.0,0.0,110.0,0.03421052631578947,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,357337.52343490307
113,28.25,32.0,0.0,110.0,0.03421052631578947,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,358497.52343490307
114,28.5,32.0,0.0,110.0,0.03421052631578947,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,359657.52343490307
115,28.75,32.0,0.0,110.0,0.03421052631578947,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,360817.52343490307
116,29.0,32.0,0.0,110.0,0.03421052631578947,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,361977.52343490307
117,29.25,32.0,0.0,115.0,0.03421052631578947,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,363177.52343490307
118,29.5,33.0,0.0,120.0,0.03421052631578947,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,364456.2834349031
119,29.75,34.0,0.0,125.0,0.03421052631578947,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,365816.293434903
120,30.0,34.0,0.0,130.0,0.03421052631578947,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,367218.793434903
121,30.25,35.0,0.0,134.0,0.03421052631578947,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,368697.55343490303
122,30.5,36.0,1.0,138.0,0.03421052631578947,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,370211.30343490303
123,30.75,37.0,4.0,141.0,0.03421052631578947,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,371663.3434349031
124,31.0,38.0,6.0,145.0,0.03421052631578947,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,373103.353434903
125,31.25,40.0,9.0,149.0,0.03421052631578947,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,374529.36343490303
126,31.5,42.0,12.0,152.0,0.03421052631578947,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,375931.87343490304
127,31.75,43.0,18.0,156.0,0.03421052631578947,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,377125.87343490304
128,32.0,45.0,24.0,160.0,0.03421052631578947,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,378149.7834349031
129,32.25,46.0,29.0,150.0,0.03421052631578947,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,378936.19343490305
130,32.5,48.0,34.0,140.0,0.03421052631578947,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,379548.7834349031
131,32.75,49.0,39.0,130.0,0.03421052631578947,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,379961.44343490305
132,33.0,50.0,44.0,120.0,0.03421052631578947,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,380194.103434903
133,33.25,50.0,48.0,105.0,0.03421052631578947,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,380264.26343490306
134,33.5,49.0,53.0,90.0,0.04371052631578947,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380314.30343490303
135,33.75,48.0,58.0,75.0,0.06746052631578947,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380439.30343490303
136,34.0,48.0,62.0,60.0,0.10071052631578947,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380614.30343490303
137,34.25,47.0,67.0,50.0,0.14821052631578946,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380864.30343490303
138,34.5,46.0,72.0,40.0,0.20996052631578946,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381189.30343490303
139,34.75,45.0,76.0,30.0,0.2835855263157895,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381576.80343490303
140,35.0,44.0,80.0,20.0,0.3690855263157895,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382026.80343490303
141,35.25,43.0,83.0,13.0,0.4640855263157895,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382526.80343490303
142,35.5,42.0,86.0,5.0,0.5685855263157895,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383076.80343490303
143,35.75,41.0,90.0,-2.0,0.6849605263157895,-49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383689.30343490303
144,36.0,40.0,94.0,-10.0,0.8037105263157895,-50.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,384264.46343490307
145,36.25,40.0,95.0,-13.0,0.9224605263157896,-50.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,384826.9734349031
146,36.5,39.0,96.0,-15.0,1.0,-50.0,0.0,0.0,0.0,-24.351800554016656,0.0,0.0,0.0,384934.4233428995
147,36.75,38.0,94.0,-18.0,1.0,0.0,0.0,6.0,0.0,-50.0,0.0,0.0,0.0,384316.0016442477
148,37.0,38.0,92.0,-20.0,1.0,0.0,0.0,4.0,0.0,-50.0,0.0,0.0,0.0,383691.0016442477
149,37.25,38.0,89.0,-15.0,1.0,0.0,0.0,1.0,0.0,-50.0,0.0,0.0,0.0,383066.0016442477
150,37.5,39.0,86.0,-10.0,1.0,0.0,0.0,0.0,0.0,-47.0,0.0,0.0,0.0,382478.59164424764
151,37.75,40.0,82.0,-5.0,1.0,0.0,0.0,0.0,0.0,-42.0,0.0,0.0,0.0,381953.84164424764
152,38.0,40.0,78.0,0.0,1.0,0.0,0.0,0.0,0.0,-38.0,0.0,0.0,0.0,381479.0016442477
153,38.25,41.0,74.0,10.0,1.0,0.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,381066.7516442477
154,38.5,42.0,71.0,20.0,1.0,0.0,0.0,0.0,0.0,-29.0,0.0,0.0,0.0,380704.41164424765
155,38.75,43.0,68.0,30.0,1.0,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,380392.0716442477
156,39.0,44.0,64.0,40.0,1.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,380142.3216442477
157,39.25,47.0,60.0,60.0,1.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,379980.3116442477
158,39.5,50.0,55.0,80.0,1.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,379918.4516442477
159,39.75,53.0,50.0,100.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,380020.34164424764
160,40.0,56.0,46.0,120.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,380408.3316442477
161,40.25,61.0,40.0,160.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,381433.29164424766
162,40.5,66.0,34.0,200.0,1.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,383314.5016442477
163,40.75,75.0,28.0,240.0,1.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,386548.0016442477
164,41.0,84.0,22.0,280.0,1.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,391432.7516442477
165,41.25,92.0,17.0,330.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,398278.1916442477
166,41.5,100.0,12.0,380.0,0.9921052631578947,3.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,407135.4416442477
167,41.75,106.0,8.0,420.0,0.9578947368421052,13.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,416966.6916442477
168,42.0,112.0,5.0,460.0,0.8605263157894737,37.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,426093.9416442477
169,42.25,114.0,3.0,480.0,0.7526315789473684,41.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,435618.9416442477
170,42.5,116.0,1.0,500.0,0.6342105263157894,45.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,445543.9416442477
171,42.75,117.0,0.0,510.0,0.5105263157894737,47.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,455668.9416442477
172,43.0,118.0,0.0,520.0,0.45,23.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,469143.9416442477
173,43.25,117.0,0.0,520.0,0.3263157894736842,47.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,479450.1916442477
174,43.5,116.0,0.0,520.0,0.20526315789473687,46.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,489737.6916442477
175,43.75,113.0,0.0,500.0,0.09210526315789476,43.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,499637.6916442477
176,44.0,110.0,0.0,480.0,0.0,40.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,509731.6916442477
177,44.25,105.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,524603.1916442476
178,44.5,100.0,0.0,430.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,536228.4416442476
179,44.75,94.0,0.0,405.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,546568.8016442477
180,45.0,88.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,555699.1616442477
181,45.25,82.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,563592.0216442477
182,45.5,77.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,570426.0216442477
183,45.75,72.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,576276.2716442477
184,46.0,66.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,581144.1316442477
185,46.25,62.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,585406.7916442477
186,46.5,58.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,589104.4516442476
187,46.75,54.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,592277.1116442477
188,47.0,50.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,594964.7716442477
189,47.25,48.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,597448.8116442476
190,47.5,45.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,599698.9016442477
191,47.75,42.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,601725.4916442477
192,48.0,39.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,603431.8316442476
193,48.25,38.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,605075.3416442476
194,48.5,38.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,606690.3416442476
195,48.75,37.0,0.0,133.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,608244.3516442477
196,49.0,36.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,609729.3616442477
197,49.25,36.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,611196.3616442477
198,49.5,35.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,612596.3716442477
199,49.75,35.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,613970.1216442477
200,50.0,34.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,615287.6316442477
201,50.25,34.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,616579.6316442477
202,50.5,33.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,617817.1416442477
203,50.75,33.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,619038.1416442477
204,51.0,32.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,620198.1516442477
205,51.25,32.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,621334.1516442477
206,51.5,32.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,622454.1516442477
207,51.75,31.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,623523.6616442477
208,52.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,624569.9116442477
209,52.25,31.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,625616.1616442477
210,52.5,31.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,626662.4116442477
211,52.75,31.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,627708.6616442477
212,53.0,31.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,628754.9116442477
213,53.25,32.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,629874.9216442477
214,53.5,32.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,631034.9216442477
215,53.75,32.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,632234.9216442477
