step,time_hours,demand,solar,price,soc,battery_flow_mw,emergency_generator_mw,curtail_solar_mw,fcas_reserve_mw,net_grid_power_mw,unmet_demand_mw,overvoltage_mw,step_cost,cum_cost
51,12.75,34.0,118.0,-37.0,0.9062105263157894,-20.0,0.0,14.0,0.0,-50.0,0.0,0.0,0.0,67844.35
52,13.0,34.0,116.0,-40.0,0.9062105263157894,0.0,0.0,32.0,0.0,-50.0,0.0,0.0,0.0,67219.35
53,13.25,34.0,113.0,-35.0,0.9062105263157894,0.0,0.0,29.0,0.0,-50.0,0.0,0.0,0.0,66594.35
54,13.5,35.0,110.0,-30.0,0.9062105263157894,0.0,0.0,25.0,0.0,-50.0,0.0,0.0,0.0,65969.35
55,13.75,36.0,105.0,-25.0,0.9062105263157894,0.0,0.0,19.0,0.0,-50.0,0.0,0.0,0.0,65344.35
56,14.0,36.0,100.0,-20.0,0.9062105263157894,0.0,0.0,14.0,0.0,-50.0,0.0,0.0,0.0,64719.35
57,14.25,37.0,96.0,-10.0,0.9062105263157894,0.0,0.0,9.0,0.0,-50.0,0.0,0.0,0.0,64094.35
58,14.5,38.0,91.0,0.0,0.9062105263157894,0.0,0.0,3.0,0.0,-50.0,0.0,0.0,0.0,63469.35
59,14.75,39.0,86.0,10.0,0.9062105263157894,0.0,0.0,0.0,0.0,-47.0,0.0,0.0,0.0,62881.94
60,15.0,40.0,82.0,20.0,0.9062105263157894,0.0,0.0,0.0,0.0,-42.0,0.0,0.0,0.0,62357.19
61,15.25,43.0,76.0,40.0,0.9062105263157894,0.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,61945.5
62,15.5,46.0,70.0,60.0,0.9062105263157894,0.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,61646.31
63,15.75,49.0,64.0,80.0,0.9062105263157894,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,61459.62
64,16.0,52.0,58.0,100.0,0.9062105263157894,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,61385.43
65,16.25,57.0,50.0,138.0,0.8877894736842105,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61473.29
66,16.5,62.0,42.0,175.0,0.8351578947368421,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61723.29
67,16.75,71.0,35.0,212.0,0.7825263157894737,20.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,62963.85
68,17.0,80.0,28.0,250.0,0.7298947368421054,20.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,65496.41
69,17.25,89.0,22.0,300.0,0.677263157894737,20.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,82684.91
70,17.5,98.0,16.0,350.0,0.6246315789473686,20.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,103904.66
71,17.75,104.0,11.0,395.0,0.5720000000000003,20.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,123003.37
72,18.0,110.0,6.0,440.0,0.5193684210526319,20.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,144229.58
73,18.25,112.0,4.0,460.0,0.4667368421052635,20.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,159369.74
74,18.5,114.0,1.0,480.0,0.4141052631578951,20.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,176593.74
75,18.75,115.0,0.0,490.0,0.36147368421052667,20.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,191312.53
76,19.0,116.0,0.0,500.0,0.30884210526315825,20.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,205402.54
77,19.25,115.0,0.0,500.0,0.25621052631578983,20.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,218358.8
78,19.5,114.0,0.0,500.0,0.20357894736842141,20.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,231181.31
79,19.75,111.0,0.0,480.0,0.150947368421053,20.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,243147.65
80,20.0,108.0,0.0,460.0,0.150947368421053,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,268515.54
81,20.25,103.0,0.0,435.0,0.150947368421053,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,280618.29
82,20.5,98.0,0.0,410.0,0.150947368421053,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,291521.04
83,20.75,92.0,0.0,385.0,0.150947368421053,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,301181.4
84,21.0,85.0,0.0,360.0,0.150947368421053,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,309575.64
85,21.25,79.0,0.0,330.0,0.150947368421053,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,316784.75
86,21.5,74.0,0.0,300.0,0.150947368421053,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,322982.5
87,21.75,68.0,0.0,270.0,0.150947368421053,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,328167.86
88,22.0,62.0,0.0,240.0,0.150947368421053,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,332430.72
89,22.25,58.0,0.0,220.0,0.150947368421053,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,336128.38
90,22.5,54.0,0.0,200.0,0.150947368421053,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,339301.04
91,22.75,50.0,0.0,180.0,0.150947368421053,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,341988.7
92,23.0,46.0,0.0,160.0,0.150947368421053,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,344231.36
93,23.25,44.0,0.0,155.0,0.150947368421053,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,346321.4
94,23.5,42.0,0.0,150.0,0.150947368421053,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,348263.94
95,23.75,40.0,0.0,145.0,0.150947368421053,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,350063.98
96,24.0,40.0,0.0,150.0,0.150947368421053,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,351913.98
97,24.25,39.0,0.0,147.0,0.150947368421053,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,353688.49
98,24.5,39.0,0.0,145.0,0.150947368421053,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,355443.49
99,24.75,38.0,0.0,142.0,0.150947368421053,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,357125.0
100,25.0,38.0,0.0,140.0,0.150947368421053,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,358787.5
101,25.25,37.0,0.0,138.0,0.150947368421053,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,360387.76
102,25.5,36.0,0.0,135.0,0.150947368421053,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,361917.77
103,25.75,36.0,0.0,133.0,0.150947368421053,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,363429.77
104,26.0,35.0,0.0,130.0,0.150947368421053,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,364873.53
105,26.25,35.0,0.0,128.0,0.150947368421053,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,366299.78
106,26.5,34.0,0.0,125.0,0.150947368421053,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,367659.79
107,26.75,34.0,0.0,122.0,0.150947368421053,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,368994.29
108,27.0,34.0,0.0,120.0,0.150947368421053,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,370311.79
109,27.25,33.0,0.0,118.0,0.150947368421053,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,371574.05
110,27.5,33.0,0.0,115.0,0.150947368421053,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,372811.55
111,27.75,32.0,0.0,113.0,0.150947368421053,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,373995.56
112,28.0,32.0,0.0,110.0,0.150947368421053,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,375155.56
113,28.25,32.0,0.0,110.0,0.150947368421053,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,376315.56
114,28.5,32.0,0.0,110.0,0.150947368421053,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,377475.56
115,28.75,32.0,0.0,110.0,0.150947368421053,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,378635.56
116,29.0,32.0,0.0,110.0,0.150947368421053,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,379795.56
117,29.25,32.0,0.0,115.0,0.150947368421053,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,380995.56
118,29.5,33.0,0.0,120.0,0.150947368421053,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,382274.32
119,29.75,34.0,0.0,125.0,0.150947368421053,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,383634.33
120,30.0,34.0,0.0,130.0,0.150947368421053,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,385036.83
121,30.25,35.0,0.0,134.0,0.150947368421053,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,386515.59
122,30.5,36.0,1.0,138.0,0.150947368421053,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,388029.34
123,30.75,37.0,4.0,141.0,0.150947368421053,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,389481.38
124,31.0,38.0,6.0,145.0,0.150947368421053,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,390921.39
125,31.25,40.0,9.0,149.0,0.150947368421053,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,392347.4
126,31.5,42.0,12.0,152.0,0.150947368421053,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,393749.91
127,31.75,43.0,18.0,156.0,0.150947368421053,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,394943.91
128,32.0,45.0,24.0,160.0,0.150947368421053,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,395967.82
129,32.25,46.0,29.0,150.0,0.150947368421053,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,396754.23
130,32.5,48.0,34.0,140.0,0.150947368421053,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,397366.82
131,32.75,49.0,39.0,130.0,0.150947368421053,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,397779.48
132,33.0,50.0,44.0,120.0,0.150947368421053,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,398012.14
133,33.25,50.0,48.0,105.0,0.150947368421053,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,398082.3
134,33.5,49.0,53.0,90.0,0.150947368421053,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,398032.66
135,33.75,48.0,58.0,75.0,0.174697368421053,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398157.82
136,34.0,48.0,62.0,60.0,0.207947368421053,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398332.82
137,34.25,47.0,67.0,50.0,0.255447368421053,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398582.82
138,34.5,46.0,72.0,40.0,0.30294736842105296,-20.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,398758.18
139,34.75,45.0,76.0,30.0,0.35044736842105295,-20.0,0.0,0.0,0.0,-11.0,0.0,0.0,0.0,398870.93
140,35.0,44.0,80.0,20.0,0.39794736842105294,-20.0,0.0,0.0,0.0,-16.0,0.0,0.0,0.0,398921.18
141,35.25,43.0,83.0,13.0,0.4454473684210529,-20.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,398921.34
142,35.5,42.0,86.0,5.0,0.4929473684210529,-20.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,398871.5
143,35.75,41.0,90.0,-2.0,0.5404473684210529,-20.0,0.0,0.0,0.0,-29.0,0.0,0.0,0.0,398759.25
144,36.0,40.0,94.0,-10.0,0.5879473684210529,-20.0,0.0,0.0,0.0,-34.0,0.0,0.0,0.0,398584.5
145,36.25,40.0,95.0,-13.0,0.6354473684210529,-20.0,0.0,0.0,0.0,-35.0,0.0,0.0,0.0,398397.01
146,36.5,39.0,96.0,-15.0,0.6829473684210529,-20.0,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,398184.55
147,36.75,38.0,94.0,-18.0,0.7304473684210528,-20.0,0.0,0.0,0.0,-36.0,0.0,0.0,0.0,397984.56
148,37.0,38.0,92.0,-20.0,0.7779473684210528,-20.0,0.0,0.0,0.0,-34.0,0.0,0.0,0.0,397809.6
149,37.25,38.0,89.0,-15.0,0.8254473684210528,-20.0,0.0,0.0,0.0,-31.0,0.0,0.0,0.0,397672.19
150,37.5,39.0,86.0,-10.0,0.8729473684210528,-20.0,0.0,0.0,0.0,-27.0,0.0,0.0,0.0,397584.85
151,37.75,40.0,82.0,-5.0,0.9204473684210528,-20.0,0.0,0.0,0.0,-22.0,0.0,0.0,0.0,397560.1
152,38.0,40.0,78.0,0.0,0.9204473684210528,0.0,0.0,0.0,0.0,-38.0,0.0,0.0,0.0,397087.66
153,38.25,41.0,74.0,10.0,0.9204473684210528,0.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,396675.41
154,38.5,42.0,71.0,20.0,0.9204473684210528,0.0,0.0,0.0,0.0,-29.0,0.0,0.0,0.0,396313.07
155,38.75,43.0,68.0,30.0,0.9204473684210528,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,396000.73
156,39.0,44.0,64.0,40.0,0.9204473684210528,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,395750.98
157,39.25,47.0,60.0,60.0,0.9204473684210528,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,395588.97
158,39.5,50.0,55.0,80.0,0.9204473684210528,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,395527.11
159,39.75,53.0,50.0,100.0,0.9125526315789475,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395564.86
160,40.0,56.0,46.0,120.0,0.8862368421052633,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395689.86
161,40.25,61.0,40.0,160.0,0.833605263157895,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,395988.62
162,40.5,66.0,34.0,200.0,0.7809736842105266,20.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,396944.83
163,40.75,75.0,28.0,240.0,0.7283421052631582,20.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,399053.33
164,41.0,84.0,22.0,280.0,0.6757105263157899,20.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,402613.08
165,41.25,92.0,17.0,330.0,0.6230789473684215,20.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,407883.52
166,41.5,100.0,12.0,380.0,0.5704473684210531,20.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,415190.21
167,41.75,106.0,8.0,420.0,0.5178157894736848,20.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,424313.71
168,42.0,112.0,5.0,460.0,0.46518421052631637,20.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,435330.77
169,42.25,114.0,3.0,480.0,0.41255263157894795,20.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,447297.18
170,42.5,116.0,1.0,500.0,0.35992105263157953,20.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,460253.59
171,42.75,117.0,0.0,510.0,0.3072894736842111,20.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,473719.88
172,43.0,118.0,0.0,520.0,0.2546578947368427,20.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,487567.39
173,43.25,117.0,0.0,520.0,0.20202631578947428,20.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,501276.15
174,43.5,116.0,0.0,520.0,0.14939473684210586,20.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,514846.16
175,43.75,113.0,0.0,500.0,0.14939473684210586,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,534962.8
176,44.0,110.0,0.0,480.0,0.14939473684210586,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,549125.39
177,44.25,105.0,0.0,455.0,0.14939473684210586,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,561988.14
178,44.5,100.0,0.0,430.0,0.14939473684210586,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,573613.39
179,44.75,94.0,0.0,405.0,0.14939473684210586,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,583953.75
180,45.0,88.0,0.0,380.0,0.14939473684210586,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,593084.11
181,45.25,82.0,0.0,350.0,0.14939473684210586,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,600976.97
182,45.5,77.0,0.0,320.0,0.14939473684210586,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,607810.97
183,45.75,72.0,0.0,290.0,0.14939473684210586,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,613661.22
184,46.0,66.0,0.0,260.0,0.14939473684210586,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,618529.08
185,46.25,62.0,0.0,240.0,0.14939473684210586,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,622791.74
186,46.5,58.0,0.0,220.0,0.14939473684210586,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,626489.4
187,46.75,54.0,0.0,200.0,0.14939473684210586,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,629662.06
188,47.0,50.0,0.0,180.0,0.14939473684210586,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,632349.72
189,47.25,48.0,0.0,172.0,0.14939473684210586,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,634833.76
190,47.5,45.0,0.0,165.0,0.14939473684210586,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,637083.85
191,47.75,42.0,0.0,158.0,0.14939473684210586,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,639110.44
192,48.0,39.0,0.0,140.0,0.14939473684210586,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,640816.78
193,48.25,38.0,0.0,138.0,0.14939473684210586,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,642460.29
194,48.5,38.0,0.0,135.0,0.14939473684210586,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,644075.29
195,48.75,37.0,0.0,133.0,0.14939473684210586,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,645629.3
196,49.0,36.0,0.0,130.0,0.14939473684210586,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,647114.31
197,49.25,36.0,0.0,128.0,0.14939473684210586,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,648581.31
198,49.5,35.0,0.0,125.0,0.14939473684210586,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,649981.32
199,49.75,35.0,0.0,122.0,0.14939473684210586,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,651355.07
200,50.0,34.0,0.0,120.0,0.14939473684210586,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,652672.58
201,50.25,34.0,0.0,117.0,0.14939473684210586,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,653964.58
202,50.5,33.0,0.0,115.0,0.14939473684210586,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,655202.09
203,50.75,33.0,0.0,113.0,0.14939473684210586,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,656423.09
204,51.0,32.0,0.0,110.0,0.14939473684210586,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,657583.1
205,51.25,32.0,0.0,107.0,0.14939473684210586,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,658719.1
206,51.5,32.0,0.0,105.0,0.14939473684210586,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,659839.1
207,51.75,31.0,0.0,103.0,0.14939473684210586,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,660908.61
208,52.0,31.0,0.0,100.0,0.14939473684210586,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,661954.86
209,52.25,31.0,0.0,100.0,0.14939473684210586,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,663001.11
210,52.5,31.0,0.0,100.0,0.14939473684210586,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,664047.36
211,52.75,31.0,0.0,100.0,0.14939473684210586,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,665093.61
212,53.0,31.0,0.0,100.0,0.14939473684210586,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,666139.86
213,53.25,32.0,0.0,105.0,0.14939473684210586,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,667259.87
214,53.5,32.0,0.0,110.0,0.14939473684210586,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,668419.87
