step,time_hours,demand,solar,price,soc,battery_flow_mw,emergency_generator_mw,curtail_solar_mw,fcas_reserve_mw,net_grid_power_mw,unmet_demand_mw,overvoltage_mw,step_cost,cum_cost
109,27.25,33.0,0.0,118.0,0.5,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,829228.04
110,27.5,33.0,0.0,115.0,0.5,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,830465.54
111,27.75,32.0,0.0,113.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,831649.55
112,28.0,32.0,0.0,110.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,832809.55
113,28.25,32.0,0.0,110.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,833969.55
114,28.5,32.0,0.0,110.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,835129.55
115,28.75,32.0,0.0,110.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,836289.55
116,29.0,32.0,0.0,110.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,837449.55
117,29.25,32.0,0.0,115.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,838649.55
118,29.5,33.0,0.0,120.0,0.5,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,839928.31
119,29.75,34.0,0.0,125.0,0.5,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,841288.32
120,30.0,34.0,0.0,130.0,0.5,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,842690.82
121,30.25,35.0,0.0,134.0,0.5,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,844169.58
122,30.5,36.0,1.0,138.0,0.5,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,845683.33
123,30.75,37.0,4.0,141.0,0.5,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,847135.37
124,31.0,38.0,6.0,145.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,848575.38
125,31.25,40.0,9.0,149.0,0.5,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,850001.39
126,31.5,42.0,12.0,152.0,0.5,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,851403.9
127,31.75,43.0,18.0,156.0,0.5,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,852597.9
128,32.0,45.0,24.0,160.0,0.5,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,853621.81
129,32.25,46.0,29.0,150.0,0.5,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,854408.22
130,32.5,48.0,34.0,140.0,0.5,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,855020.81
131,32.75,49.0,39.0,130.0,0.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,855433.47
132,33.0,50.0,44.0,120.0,0.5,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,855666.13
133,33.25,50.0,48.0,105.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,855736.29
134,33.5,49.0,53.0,90.0,0.5,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,855686.65
135,33.75,48.0,58.0,75.0,0.5,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,855562.01
136,34.0,48.0,62.0,60.0,0.5,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,0.0,855387.17
137,34.25,47.0,67.0,50.0,0.5,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,855137.53
138,34.5,46.0,72.0,40.0,0.5,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,854812.89
139,34.75,45.0,76.0,30.0,0.5,0.0,0.0,0.0,0.0,-31.0,0.0,0.0,0.0,854425.64
140,35.0,44.0,80.0,20.0,0.5,0.0,0.0,0.0,0.0,-36.0,0.0,0.0,0.0,853975.89
141,35.25,43.0,83.0,13.0,0.5,0.0,0.0,0.0,0.0,-40.0,0.0,0.0,0.0,853476.05
142,35.5,42.0,86.0,5.0,0.5,0.0,0.0,0.0,0.0,-44.0,0.0,0.0,0.0,852926.21
143,35.75,41.0,90.0,-2.0,0.5,0.0,0.0,0.0,0.0,-49.0,0.0,0.0,0.0,852313.96
144,36.0,40.0,94.0,-10.0,0.5,0.0,0.0,0.0,0.0,-50.0,0.0,4.0,0.0,856688.97
145,36.25,40.0,95.0,-13.0,0.5,0.0,0.0,0.0,0.0,-50.0,0.0,5.0,0.0,862313.97
146,36.5,39.0,96.0,-15.0,0.5,0.0,0.0,0.0,0.0,-50.0,0.0,7.0,0.0,870438.97
147,36.75,38.0,94.0,-18.0,0.5,0.0,0.0,0.0,0.0,-50.0,0.0,6.0,0.0,877313.97
148,37.0,38.0,92.0,-20.0,0.5,0.0,0.0,0.0,0.0,-50.0,0.0,4.0,0.0,881688.97
149,37.25,38.0,89.0,-15.0,0.5,0.0,0.0,0.0,0.0,-50.0,0.0,1.0,0.0,882313.97
150,37.5,39.0,86.0,-10.0,0.5,0.0,0.0,0.0,0.0,-47.0,0.0,0.0,0.0,881726.56
151,37.75,40.0,82.0,-5.0,0.5,0.0,0.0,0.0,0.0,-42.0,0.0,0.0,0.0,881201.81
152,38.0,40.0,78.0,0.0,0.5,0.0,0.0,0.0,0.0,-38.0,0.0,0.0,0.0,880726.97
153,38.25,41.0,74.0,10.0,0.5,0.0,0.0,0.0,0.0,-33.0,0.0,0.0,0.0,880314.72
154,38.5,42.0,71.0,20.0,0.5,0.0,0.0,0.0,0.0,-29.0,0.0,0.0,0.0,879952.38
155,38.75,43.0,68.0,30.0,0.5,0.0,0.0,0.0,0.0,-25.0,0.0,0.0,0.0,879640.04
156,39.0,44.0,64.0,40.0,0.5,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,879390.29
157,39.25,47.0,60.0,60.0,0.5,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,879228.28
158,39.5,50.0,55.0,80.0,0.5,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,879166.42
159,39.75,53.0,50.0,100.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,879268.31
160,40.0,56.0,46.0,120.0,0.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,879656.3
161,40.25,61.0,40.0,160.0,0.5,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,880681.26
162,40.5,66.0,34.0,200.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,882562.47
163,40.75,75.0,28.0,240.0,0.5,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,885795.97
164,41.0,84.0,22.0,280.0,0.5,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,890680.72
165,41.25,92.0,17.0,330.0,0.5,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,897526.16
166,41.5,100.0,12.0,380.0,0.5,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,906657.85
167,41.75,106.0,8.0,420.0,0.5,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,917806.35
168,42.0,112.0,5.0,460.0,0.5,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,931048.41
169,42.25,114.0,3.0,480.0,0.5,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,945339.82
170,42.5,116.0,1.0,500.0,0.5,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,960721.23
171,42.75,117.0,0.0,510.0,0.5,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,977662.52
172,43.0,118.0,0.0,520.0,0.5,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,995035.03
173,43.25,117.0,0.0,520.0,0.5,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,1011268.79
174,43.5,116.0,0.0,520.0,0.5,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,1027363.8
175,43.75,113.0,0.0,500.0,0.5,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,1042477.64
176,44.0,110.0,0.0,480.0,0.5,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,1056640.23
177,44.25,105.0,0.0,455.0,0.5,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,1069502.98
178,44.5,100.0,0.0,430.0,0.5,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1081128.23
179,44.75,94.0,0.0,405.0,0.5,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,1091468.59
180,45.0,88.0,0.0,380.0,0.5,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,1100598.95
181,45.25,82.0,0.0,350.0,0.5,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,1108491.81
182,45.5,77.0,0.0,320.0,0.5,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,1115325.81
183,45.75,72.0,0.0,290.0,0.5,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,1121176.06
184,46.0,66.0,0.0,260.0,0.5,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,1126043.92
185,46.25,62.0,0.0,240.0,0.5,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,1130306.58
186,46.5,58.0,0.0,220.0,0.5,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,1134004.24
187,46.75,54.0,0.0,200.0,0.5,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,1137176.9
188,47.0,50.0,0.0,180.0,0.5,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1139864.56
189,47.25,48.0,0.0,172.0,0.5,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1142348.6
190,47.5,45.0,0.0,165.0,0.5,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1144598.69
191,47.75,42.0,0.0,158.0,0.5,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,1146625.28
192,48.0,39.0,0.0,140.0,0.5,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1148331.62
193,48.25,38.0,0.0,138.0,0.5,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,1149975.13
194,48.5,38.0,0.0,135.0,0.5,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,1151590.13
195,48.75,37.0,0.0,133.0,0.5,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1153144.14
196,49.0,36.0,0.0,130.0,0.5,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1154629.15
197,49.25,36.0,0.0,128.0,0.5,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1156096.15
198,49.5,35.0,0.0,125.0,0.5,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1157496.16
199,49.75,35.0,0.0,122.0,0.5,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1158869.91
200,50.0,34.0,0.0,120.0,0.5,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1160187.42
201,50.25,34.0,0.0,117.0,0.5,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1161479.42
202,50.5,33.0,0.0,115.0,0.5,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1162716.93
203,50.75,33.0,0.0,113.0,0.5,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1163937.93
204,51.0,32.0,0.0,110.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1165097.94
205,51.25,32.0,0.0,107.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1166233.94
206,51.5,32.0,0.0,105.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1167353.94
207,51.75,31.0,0.0,103.0,0.5,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1168423.45
208,52.0,31.0,0.0,100.0,0.5,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1169469.7
209,52.25,31.0,0.0,100.0,0.5,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1170515.95
210,52.5,31.0,0.0,100.0,0.5,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1171562.2
211,52.75,31.0,0.0,100.0,0.5,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1172608.45
212,53.0,31.0,0.0,100.0,0.5,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1173654.7
213,53.25,32.0,0.0,105.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1174774.71
214,53.5,32.0,0.0,110.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1175934.71
215,53.75,32.0,0.0,115.0,0.5,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1177134.71
216,54.0,33.0,0.0,120.0,0.5,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1178413.47
217,54.25,34.0,1.0,124.0,0.5,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1179725.22
218,54.5,35.0,2.0,128.0,0.5,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1181069.97
219,54.75,36.0,6.0,131.0,0.5,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1182315.06
220,55.0,37.0,10.0,135.0,0.5,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1183462.65
221,55.25,39.0,15.0,139.0,0.5,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1184506.74
222,55.5,40.0,20.0,142.0,0.5,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1185391.9
223,55.75,42.0,28.0,146.0,0.5,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1186025.76
224,56.0,44.0,35.0,150.0,0.5,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1186442.26
225,56.25,45.0,42.0,135.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1186570.12
226,56.5,46.0,48.0,120.0,0.5,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1186545.37
227,56.75,47.0,55.0,105.0,0.5,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,1186445.73
228,57.0,48.0,62.0,90.0,0.5,0.0,0.0,0.0,0.0,-14.0,0.0,0.0,0.0,1186271.09
229,57.25,48.0,68.0,75.0,0.5,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,1186021.45
230,57.5,47.0,74.0,60.0,0.5,0.0,0.0,0.0,0.0,-27.0,0.0,0.0,0.0,1185684.44
